url,title
https://www.seascapemodels.org,Homepage
https://www.instagram.com/bluecology_science/,Instagram @bluecology_science
https://www.youtube.com/channel/UCSH4ctGD-waPSI_4w6PlTBg,YouTube @bluecology_science
https://www.seascapemodels.org/research/2023/08/23/new-phd-projects.html,New PhD study opportunities in Tasmania
https://www.seascapemodels.org/bluecology_blog.html,Blog
https://twitter.com/bluecology,X @bluecology
https://www.seascapemodels.org/research/2023/06/17/PhD-projects-available.html,Student opportunities
https://discover.utas.edu.au/C.J.Brown,University profile @UTas
https://scholar.google.com.au/citations?hl=en&user=1qG6yFMAAAAJ&view_op=list_works&sortby=pubdate,Scientific publications
